Ticker,Sector,MarketCapitalization
CETU.US,Financial Services,79461336.0
CETUR.US,,
CETUW.US,Financial Services,
CETX.US,Technology,3758184.0
CETY.US,Industrials,21656862.0
CEVA.US,Technology,509862176.0
CFB.US,Financial Services,672448320.0
CFBK.US,Financial Services,141384080.0
CFFI.US,Financial Services,184259600.0
CFFN.US,Financial Services,817108672.0
CFFS.US,Financial Services,210931808.0
CFFSW.US,Financial Services,
CFLT.US,Technology,9765794816.0
CFRX.US,Healthcare,535240.0
CFSB.US,Financial Services,47257560.0
CG.US,Financial Services,16177208320.0
CGABL.US,,16143690000.0
CGBD.US,Financial Services,751728960.0
CGBDL.US,,
CGC.US,Healthcare,367982752.0
CGEM.US,Healthcare,799997248.0
CGEN.US,Healthcare,189020224.0
CGNT.US,Technology,523229184.0
CGNX.US,Technology,6327939584.0
CGON.US,,
CGTX.US,Healthcare,72916712.0
CHCI.US,Real Estate,46424928.0
CHCO.US,Financial Services,1510470400.0
CHDN.US,Consumer Cyclical,9231106048.0
CHEA.US,Financial Services,73985056.0
CHEF.US,Consumer Defensive,1352186624.0
CHEK.US,Healthcare,12928721.0
CHK.US,Energy,10048979968.0
CHKEL.US,Energy,5281215000.0
CHKEW.US,Energy,5281215000.0
CHKEZ.US,Energy,5281215000.0
CHKP.US,Technology,19223283712.0
CHMG.US,Financial Services,208415360.0
CHNR.US,Industrials,7378110.0
CHR.US,Communication Services,
CHRD.US,Energy,6440256000.0
CHRS.US,Healthcare,287875936.0
CHRW.US,Industrials,8710330368.0
CHSN.US,Consumer Cyclical,20939100.0
CHTR.US,Communication Services,42282254336.0
CHUY.US,Consumer Cyclical,608902720.0
CHX.US,Energy,5539988992.0
CIFR.US,Financial Services,861144256.0
CIFRW.US,Financial Services,
CIGI.US,Real Estate,5959451136.0
CINF.US,Financial Services,17095730176.0
CING.US,Healthcare,3390204.0
CINGW.US,Healthcare,
CISO.US,Technology,16396016.0
CISS.US,Industrials,3736629.0
CITE.US,Financial Services,109508976.0
CITEW.US,Financial Services,
CIVB.US,Financial Services,252862576.0
CIZN.US,Financial Services,44313712.0
CJET.US,Consumer Cyclical,61066868.0
CJJD.US,Healthcare,7148789.0
CKPT.US,Healthcare,49850008.0
CLAR.US,Consumer Cyclical,236335536.0
CLBK.US,Financial Services,1816147840.0
CLBT.US,Technology,1861180288.0
CLBTW.US,Technology,
CLDX.US,Healthcare,2080377216.0
CLEU.US,Consumer Defensive,8993831.0
CLFD.US,Technology,436936032.0
CLGN.US,Healthcare,63161640.0
CLIR.US,Industrials,38320916.0
CLLS.US,Healthcare,220191760.0
CLMB.US,Technology,265893328.0
CLMT.US,Energy,1297870848.0
CLNE.US,Energy,653457408.0
CLNN.US,Healthcare,55218880.0
CLNNW.US,Healthcare,646977800.0
CLOE.US,Financial Services,66274440.0
CLOER.US,,
CLOV.US,Healthcare,497396864.0
CLPS.US,Technology,25012970.0
CLPT.US,Healthcare,179484176.0
CLRB.US,Healthcare,43255448.0
CLRC.US,Financial Services,52050352.0
CLRCR.US,,
CLRCW.US,Financial Services,
CLRO.US,Technology,24200306.0
CLSD.US,Healthcare,90492904.0
CLSK.US,Financial Services,2752541696.0
CLST.US,Financial Services,56750768.0
CLVR.US,Healthcare,5968413.0
CLVRW.US,Healthcare,250279700.0
CLWT.US,Industrials,11427717.0
CMAX.US,Healthcare,18873238.0
CMAXW.US,Healthcare,
CMBM.US,Technology,123386344.0
CMCA.US,Financial Services,109982400.0
CMCAW.US,Financial Services,
CMCO.US,Industrials,1209477376.0
CMCSA.US,Communication Services,166698582016.0
CMCT.US,Real Estate,81865904.0
CME.US,Financial Services,73830965248.0
CMLS.US,Communication Services,67690712.0
CMMB.US,Healthcare,6576004.0
CMND.US,Healthcare,4595876.0
CMPO.US,Industrials,389437632.0
CMPOW.US,Industrials,
CMPR.US,Communication Services,2355740928.0
CMPS.US,Healthcare,638771840.0
CMPX.US,Healthcare,200153024.0
CMRA.US,Healthcare,1257176.0
CMRAW.US,Healthcare,
CMRX.US,Healthcare,82668904.0
CMTL.US,Technology,174539488.0
CNDT.US,Technology,755072320.0
CNET.US,Communication Services,6484059.0
CNEY.US,Basic Materials,5700812.0
CNFR.US,Financial Services,16745373.0
CNFRZ.US,,
CNGL.US,Financial Services,99671008.0
CNGLW.US,Financial Services,
CNOB.US,Financial Services,792737472.0
CNSL.US,Communication Services,503111552.0
CNSP.US,Healthcare,2343612.0
CNTA.US,Healthcare,904047296.0
CNTB.US,Healthcare,77100240.0
CNTG.US,Healthcare,30373670.0
CNTX.US,Healthcare,16764404.0
CNTY.US,Consumer Cyclical,105631200.0
CNVS.US,Communication Services,18909052.0
CNXA.US,Consumer Cyclical,1110913.0
CNXC.US,Technology,5544003584.0
CNXN.US,Technology,1746003840.0
COCH.US,Healthcare,26392500.0
COCHW.US,Healthcare,
COCO.US,Consumer Defensive,1145144448.0
COCP.US,Healthcare,15565914.0
CODA.US,Industrials,62632848.0
CODX.US,Healthcare,36354572.0
COEP.US,Healthcare,17019892.0
COEPW.US,Healthcare,
COFS.US,Financial Services,199650432.0
COGT.US,Healthcare,512438976.0
COHU.US,Technology,1632275328.0
COIN.US,Financial Services,33970540544.0
COKE.US,Consumer Defensive,8240785920.0
COLB.US,Financial Services,3929553152.0
COLL.US,Healthcare,1095726208.0
COLM.US,Consumer Cyclical,4843649536.0
COMM.US,Technology,462286464.0
COMSW.US,Communication Services,152455600.0
CONN.US,Consumer Cyclical,121768496.0
CONX.US,Financial Services,221225184.0
CONXU.US,Financial Services,926447600.0
CONXW.US,Financial Services,926447600.0
COO.US,Healthcare,18711484416.0
COOL.US,Financial Services,110132672.0
COOLU.US,Financial Services,487000000.0
COOLW.US,Financial Services,487000000.0
COOP.US,Financial Services,4649262080.0
CORT.US,Healthcare,2371893760.0
CORZZ.US,Technology,
COSM.US,Healthcare,13139958.0
COST.US,Consumer Defensive,320992837632.0
COYA.US,Healthcare,100981160.0
CPBI.US,Financial Services,
CPHC.US,Consumer Cyclical,114221184.0
CPIX.US,Healthcare,31598174.0
CPLP.US,Industrials,1007215488.0
CPOP.US,Communication Services,3170752.0
CPRT.US,Industrials,48933416960.0
CPRX.US,Healthcare,1624046592.0
CPSH.US,Technology,35136464.0
CPSI.US,Healthcare,148688736.0
CPSS.US,Financial Services,188815472.0
CPTN.US,Technology,41518876.0
CPTNW.US,Technology,
CPZ.US,,300176032.0
CRAI.US,Industrials,771309504.0
CRBP.US,Healthcare,228960112.0
CRBU.US,Healthcare,612827520.0
CRCT.US,Technology,1150626816.0
CRDF.US,Healthcare,80865728.0
CRDL.US,Healthcare,69020728.0
CRDO.US,Technology,3636412928.0
CREG.US,Utilities,10113575.0
CRESW.US,Industrials,
CRESY.US,Industrials,743599296.0
CREV.US,Consumer Cyclical,46410704.0
CREVW.US,Consumer Cyclical,
CREX.US,Technology,33621072.0
CRGE.US,Communication Services,22149120.0
CRGO.US,Industrials,141962432.0
CRGOW.US,Industrials,
CRGX.US,Healthcare,941124480.0
CRIS.US,Healthcare,61357372.0
CRKN.US,Basic Materials,3701109.0
CRMD.US,Healthcare,174302160.0
CRMT.US,Consumer Cyclical,420776736.0
CRNC.US,Technology,694715584.0
CRNT.US,Technology,220264128.0
CRNX.US,Healthcare,2635900416.0
CRON.US,Healthcare,842261888.0
CROX.US,Consumer Cyclical,6513332224.0
CRSP.US,Healthcare,5637317632.0
CRSR.US,Technology,1351032960.0
CRTO.US,Communication Services,1777512576.0
CRUS.US,Technology,5028897280.0
CRVL.US,Financial Services,4192719104.0
CRVO.US,Healthcare,52432564.0
CRVS.US,Healthcare,106418664.0
CRWD.US,Technology,77576364032.0
CRWS.US,Consumer Cyclical,53968488.0
CSBR.US,Healthcare,82922176.0
CSCO.US,Technology,203702255616.0
CSGP.US,Real Estate,33947215872.0
CSGS.US,Technology,1586351744.0
CSIQ.US,Technology,1481211648.0
CSLM.US,Financial Services,104294704.0
CSLMR.US,,
CSLMW.US,Financial Services,
CSLR.US,Technology,59559532.0
CSLRW.US,Technology,
CSPI.US,Technology,115494536.0
CSSE.US,Communication Services,6034019.0
CSSEL.US,Communication Services,
CSSEN.US,Consumer Cyclical,559453100.0
CSTA-UN.US,Financial Services,
CSTE.US,Industrials,142930592.0
CSTL.US,Healthcare,643699136.0
CSTR.US,Financial Services,367016640.0
CSWC.US,Financial Services,1029616832.0
CSWCZ.US,Financial Services,
CSWI.US,Industrials,3577911552.0
CSX.US,Industrials,72899436544.0
CTAS.US,Industrials,62669578240.0
CTBI.US,Financial Services,722331968.0
CTCX.US,Healthcare,
CTCXW.US,Healthcare,
CTHR.US,Consumer Cyclical,11834550.0
CTKB.US,Healthcare,1122345600.0
CTLP.US,Technology,456728096.0
CTMX.US,Healthcare,102807864.0
CTNT.US,Consumer Cyclical,19349280.0
CTRM.US,Industrials,43963876.0
CTRN.US,Consumer Cyclical,250776384.0
CTSH.US,Technology,38395797504.0
CTSO.US,Healthcare,53215032.0
CTXR.US,Healthcare,101325568.0
CUE.US,Healthcare,106039696.0
CULL.US,Financial Services,78299360.0
CURI.US,Communication Services,26760918.0
CURIW.US,Communication Services,721208800.0
CUTR.US,Healthcare,53040064.0
CVAC.US,Healthcare,769178944.0
CVBF.US,Financial Services,2393946880.0
CVCO.US,Consumer Cyclical,3018137856.0
CVCY.US,Financial Services,208705872.0
CVGI.US,Consumer Cyclical,216399584.0
CVGW.US,Consumer Defensive,484833856.0
CVKD.US,Healthcare,13283256.0
CVLG.US,Industrials,665071936.0
CVLT.US,Technology,4142176000.0
CVLY.US,Financial Services,218217680.0
CVRX.US,Healthcare,508826112.0
CVV.US,Industrials,32348176.0
CWBC.US,Financial Services,123806248.0
CWBR.US,Healthcare,2906930.0
CWCO.US,Utilities,476519360.0
CWD.US,Financial Services,25535402.0
CWST.US,Industrials,5176695296.0
CXAI.US,Technology,19636500.0
CXAIW.US,Technology,
CXDO.US,Communication Services,166361088.0
CYAN.US,Consumer Defensive,3932248.0
CYBR.US,Technology,11685874688.0
CYCC.US,Healthcare,2456631.0
CYCN.US,Healthcare,9633669.0
CYN.US,Technology,12939762.0
CYRX.US,Industrials,778033216.0
CYT.US,Healthcare,112314064.0
CYTH.US,Healthcare,49176692.0
CYTHW.US,Healthcare,62759980.0
CYTK.US,Healthcare,7734317056.0
CYTO.US,Healthcare,3008517.0
CZFS.US,Financial Services,242880672.0
CZNC.US,Financial Services,298254464.0
CZR.US,Consumer Cyclical,9599139840.0
CZWI.US,Financial Services,121319768.0
DADA.US,Consumer Cyclical,455899168.0
DAIO.US,Technology,29046976.0
DAKT.US,Technology,350969504.0
DALN.US,Communication Services,21302910.0
DARE.US,Healthcare,34201120.0
DASH.US,Communication Services,47514296320.0
DATS.US,Technology,3381354.0
DATSW.US,Technology,
DAVE.US,Technology,249110704.0
DAVEW.US,Technology,
DAWN.US,Healthcare,1350035328.0
DBGI.US,Consumer Cyclical,2861919.0
DBGIW.US,Consumer Cyclical,40382650.0
DBVT.US,Healthcare,171728592.0
DBX.US,Technology,11062971392.0
DCBO.US,Technology,1407253120.0
DCFC.US,Industrials,20791798.0
DCFCW.US,Industrials,
DCGO.US,Healthcare,366752864.0
DCOM.US,Financial Services,753166208.0
DCPH.US,Healthcare,1270985472.0
DCTH.US,Healthcare,103837128.0
DDI.US,Communication Services,446971680.0
DDOG.US,Technology,43188334592.0
DECA.US,Financial Services,29701484.0
DECAW.US,Financial Services,
DENN.US,Consumer Cyclical,550495616.0
DERM.US,Healthcare,91986744.0
DFLI.US,Industrials,29543152.0
DFLIW.US,Industrials,
DGHI.US,Technology,60574300.0
DGICA.US,Financial Services,481252000.0
DGICB.US,Financial Services,480034080.0
DGII.US,Technology,1073920512.0
DGLY.US,Communication Services,5825571.0
DH.US,Healthcare,1086503552.0
DHAC.US,Financial Services,42526848.0
DHACW.US,Financial Services,
DHAI.US,,
DHAIW.US,,
DHC.US,Real Estate,649215040.0
DHCA.US,Financial Services,132124480.0
DHCAW.US,Financial Services,364125000.0
DHCNI.US,Other,
DHCNL.US,,
DHIL.US,Financial Services,461153280.0
DIBS.US,Consumer Cyclical,179115776.0
DIOD.US,Technology,3215228416.0
DISA.US,Financial Services,91678192.0
DIST.US,Financial Services,68315456.0
DISTR.US,,
DISTW.US,Financial Services,
DJCO.US,Technology,455218560.0
DKNG.US,Consumer Cyclical,20225576960.0
DLHC.US,Industrials,242633424.0
DLO.US,Technology,4881948160.0
DLPN.US,Communication Services,28481850.0
DLTH.US,Consumer Cyclical,172376496.0
DLTR.US,Consumer Defensive,30393143296.0
DMAC.US,Healthcare,123366296.0
DMAQ.US,Financial Services,12899562.0
DMAQR.US,,
DMK.US,Healthcare,6813855.0
DMLP.US,Energy,1181772288.0
DMRC.US,Technology,838338304.0
DMTK.US,Healthcare,42803752.0
DNLI.US,Healthcare,2494455552.0
DNTH.US,Healthcare,524209376.0
DNUT.US,Consumer Defensive,2286134784.0
DOCU.US,Technology,10437342208.0
DOGZ.US,Consumer Cyclical,7370075.0
DOMH.US,Healthcare,13116173.0
DOMO.US,Technology,422945024.0
DOOO.US,Consumer Cyclical,5233798656.0
DORM.US,Consumer Cyclical,2627996672.0
DOX.US,Technology,10493841408.0
DOYU.US,Communication Services,230655152.0
DPCS.US,Financial Services,107216744.0
DPCSW.US,Financial Services,
DPRO.US,Industrials,20378312.0
DRCT.US,Communication Services,240028128.0
DRIO.US,Healthcare,55790132.0
DRMA.US,Healthcare,1585131.0
DRMAW.US,Healthcare,
DRRX.US,Healthcare,22968252.0
DRS.US,Industrials,5221163008.0
DRTS.US,Healthcare,227874064.0
DRTSW.US,Healthcare,
DRUG.US,Healthcare,8664352.0
DRVN.US,Consumer Cyclical,2199510016.0
DSGN.US,Healthcare,129364616.0
DSGR.US,Industrials,1647573760.0
DSGX.US,Technology,7611216896.0
DSKE.US,Industrials,379998144.0
DSP.US,Technology,553590848.0
DSWL.US,Technology,36969664.0
DTCK.US,Consumer Defensive,78563888.0
DTI.US,Energy,89901168.0
DTIL.US,Healthcare,48998400.0
DTSS.US,Technology,5457173.0
DTST.US,Technology,25312036.0
DTSTW.US,Technology,24508670.0
DUET.US,Financial Services,84288080.0
DUETW.US,Financial Services,
DUO.US,Real Estate,2352912.0
DUOL.US,Technology,8055726080.0
DUOT.US,Technology,27720272.0
DVAX.US,Healthcare,1672649088.0
DWAC.US,Financial Services,1718818048.0
DWACW.US,Financial Services,
DWSN.US,Energy,49136376.0
DXCM.US,Healthcare,46429138944.0
DXLG.US,Consumer Cyclical,231701072.0
DXPE.US,Industrials,549997568.0
DXR.US,Healthcare,42573056.0
DXYN.US,Consumer Cyclical,9483792.0
DYAI.US,Healthcare,39759316.0
DYN.US,Healthcare,1947357440.0
DYNT.US,Healthcare,2407013.0
DZSI.US,Technology,59715312.0
EA.US,Communication Services,37592084480.0
EAC.US,Financial Services,89319664.0
EACPU.US,Financial Services,332580000.0
EACPW.US,Financial Services,332580000.0
EAR.US,Healthcare,54397484.0
EAST.US,Consumer Defensive,1733764.0
EBAY.US,Consumer Cyclical,22021169152.0
EBC.US,Financial Services,2403817984.0
EBIX.US,Technology,35845624.0
EBMT.US,Financial Services,104779312.0
EBON.US,Technology,63343192.0
EBTC.US,Financial Services,337621984.0
ECBK.US,Financial Services,120832312.0
ECDA.US,Consumer Cyclical,
ECDAW.US,Consumer Cyclical,
ECOR.US,Healthcare,44117788.0
ECPG.US,Financial Services,1184194432.0
ECX.US,Consumer Cyclical,937958144.0
ECXWW.US,Consumer Cyclical,
EDAP.US,Healthcare,233011888.0
EDBL.US,Consumer Defensive,2738707.0
EDBLW.US,Consumer Defensive,
EDIT.US,Healthcare,603568576.0
EDRY.US,Industrials,56415688.0
EDSA.US,Healthcare,15314867.0
EDTK.US,Consumer Defensive,14533345.0
EDUC.US,Communication Services,14827986.0
EEFT.US,Technology,4792013312.0
EEIQ.US,Consumer Defensive,19815432.0
EFOI.US,Consumer Cyclical,6479113.0
EFSC.US,Financial Services,1493272576.0
EFTR.US,Healthcare,36557940.0
EFTRW.US,Healthcare,
EGAN.US,Technology,180351040.0
EGBN.US,Financial Services,702353792.0
EGHT.US,Technology,351749824.0
EGIO.US,Technology,57148216.0
EGOX.US,Consumer Cyclical,
EGRX.US,Healthcare,67922008.0
EH.US,Industrials,644991936.0
EHTH.US,Financial Services,196284416.0
EIGR.US,Healthcare,8802965.0
EJH.US,Consumer Cyclical,7761036.0
EKSO.US,Healthcare,37412548.0
ELAB.US,Healthcare,
ELBM.US,Basic Materials,35064680.0
ELDN.US,Healthcare,42709648.0
ELEV.US,Healthcare,127244096.0
ELOX.US,Healthcare,2609017.0
ELSE.US,Technology,14126862.0
ELTK.US,Technology,111714704.0
ELTX.US,Healthcare,40151616.0
ELUT.US,Healthcare,92790400.0
ELVA.US,Industrials,104723880.0
ELVN.US,Healthcare,657331392.0
ELWS.US,Technology,9023640.0
ELYM.US,Healthcare,73619112.0
ELYS.US,Consumer Cyclical,6110926.0
EM.US,Consumer Cyclical,129909504.0
EMBC.US,Healthcare,935865344.0
EMCG.US,Financial Services,
EMCGR.US,,
EMCGU.US,Financial Services,
EMCGW.US,Financial Services,
EMKR.US,Technology,29530012.0
EML.US,Industrials,152154816.0
EMLD.US,Financial Services,263563632.0
EMLDW.US,Financial Services,
ENCP.US,Financial Services,61463300.0
ENCPW.US,Financial Services,
ENG.US,Industrials,6406250.0
ENGNW.US,Healthcare,
ENLT.US,Utilities,2054652544.0
ENLV.US,Healthcare,52076080.0
ENPH.US,Technology,16723401728.0
ENSC.US,Healthcare,3611768.0
ENSG.US,Healthcare,6737551872.0
ENTA.US,Healthcare,261488304.0
ENTG.US,Technology,19059683328.0
ENTX.US,Healthcare,31928670.0
ENVB.US,Healthcare,2287332.0
ENVX.US,Industrials,1988121984.0
EOLS.US,Healthcare,791321600.0
EOSE.US,Industrials,234610256.0
EOSEW.US,Industrials,940193000.0
EPIX.US,Healthcare,456872448.0
EPOW.US,Industrials,25875036.0
EPSN.US,Energy,109693976.0
EQ.US,Healthcare,54083568.0
EQIX.US,Real Estate,80341655552.0
ERAS.US,Healthcare,278000096.0
ERIC.US,Technology,18115145728.0
ERIE.US,Financial Services,18547750912.0
ERII.US,Industrials,879983680.0
ERNA.US,Healthcare,8957883.0
ESAC.US,Financial Services,94385240.0
ESACW.US,Financial Services,
ESCA.US,Consumer Cyclical,235448736.0
ESEA.US,Industrials,281632000.0
ESGL.US,Industrials,7013698.0
ESGLW.US,Industrials,
ESGR.US,Financial Services,4398777856.0
ESHA.US,Financial Services,148531120.0
ESHAR.US,,
ESLA.US,Healthcare,42948984.0
ESLAW.US,Healthcare,
ESLT.US,Industrials,9215155200.0
ESOA.US,Industrials,134850464.0
ESPR.US,Healthcare,461621344.0
ESQ.US,Financial Services,393341344.0
ESSA.US,Financial Services,181657792.0
ESTA.US,Healthcare,1042805952.0
ETAO.US,Healthcare,22445918.0
ETNB.US,Healthcare,788524352.0
ETON.US,Healthcare,113153544.0
ETSY.US,Consumer Cyclical,9347372032.0
EUDA.US,Healthcare,39896552.0
EUDAW.US,Healthcare,
EVAX.US,Healthcare,20785940.0
EVBG.US,Technology,1165659776.0
EVCM.US,Technology,1875270400.0
EVER.US,Communication Services,489149408.0
EVGN.US,Healthcare,38518948.0
EVGO.US,Consumer Cyclical,691507712.0
EVGOW.US,Consumer Cyclical,
EVGR.US,Financial Services,122770032.0
EVGRW.US,Financial Services,
EVLO.US,Healthcare,957875.0
EVLV.US,Industrials,766254528.0
EVLVW.US,Industrials,
EVO.US,Healthcare,2671957504.0
EVOK.US,Healthcare,2490587.0
EVRG.US,Utilities,11274706944.0
EVTV.US,Consumer Cyclical,32024930.0
EWBC.US,Financial Services,9719275520.0
EWCZ.US,Consumer Defensive,892287616.0
EWTX.US,Healthcare,1796526080.0
EXAI.US,Healthcare,845843776.0
EXAS.US,Healthcare,10966744064.0
EXC.US,Utilities,33630838784.0
EXEL.US,Healthcare,6130582016.0
EXFY.US,Technology,146537472.0
EXLS.US,Technology,5102717952.0
EXPD.US,Industrials,18516742144.0
EXPE.US,Consumer Cyclical,22142119936.0
EXPI.US,Real Estate,1906272000.0
EXPO.US,Industrials,3977882880.0
EXTR.US,Technology,1619423360.0
EYE.US,Consumer Cyclical,1568041856.0
EYEN.US,Healthcare,80743624.0
EYPT.US,Healthcare,1422187136.0
EZFL.US,Technology,6097315.0
EZGO.US,Consumer Cyclical,10833128.0
EZPW.US,Financial Services,551539840.0
FA.US,Industrials,2427857408.0
FAMI.US,Consumer Defensive,7172640.0
FANG.US,Energy,27470555136.0
FANH.US,Financial Services,320652544.0
FARM.US,Consumer Defensive,76313984.0
FARO.US,Technology,436138432.0
FAST.US,Industrials,40067756032.0
FAT.US,Consumer Cyclical,154347584.0
FATBB.US,Consumer Cyclical,158695488.0
FATBW.US,Consumer Cyclical,159350100.0
FATE.US,Healthcare,620206592.0
FAZE.US,Communication Services,13694516.0
FAZEW.US,Communication Services,
FBIO.US,Healthcare,33905196.0
FBIZ.US,Financial Services,291931936.0
FBLG.US,,
FBMS.US,Financial Services,760817152.0
FBNC.US,Financial Services,1458993920.0
FBRX.US,Healthcare,22891112.0
FBYD.US,Industrials,102300408.0
FBYDW.US,Industrials,
FCAP.US,Financial Services,92980816.0
FCBC.US,Financial Services,622605760.0
FCCO.US,Financial Services,130826128.0
FCEL.US,Industrials,618971456.0
FCFS.US,Financial Services,5339422208.0
FCNCA.US,Financial Services,21281163264.0
FCUV.US,Technology,44973364.0
FDBC.US,Financial Services,269325888.0
FDMT.US,Healthcare,1223180544.0
FDUS.US,Financial Services,540901056.0
FEAM.US,Basic Materials,79740104.0
FEBO.US,Technology,
FEIM.US,Technology,101404080.0
FELE.US,Industrials,4588823552.0
FEMY.US,Healthcare,26196016.0
FENC.US,Healthcare,271368512.0
FEXD.US,Financial Services,74637648.0
FEXDR.US,,
FEXDW.US,Financial Services,
FFBC.US,Financial Services,2110231808.0
FFIC.US,Financial Services,383629152.0
FFIE.US,Consumer Cyclical,11329593.0
FFIEW.US,Consumer Cyclical,
FFIN.US,Financial Services,4515565568.0
FFIV.US,Technology,10973825024.0
FFNW.US,Financial Services,189556880.0
FGBI.US,Financial Services,141096784.0
FGEN.US,Healthcare,260601536.0
FGF.US,Financial Services,14254515.0
FGI.US,Consumer Cyclical,15295000.0
FGIWW.US,Consumer Cyclical,
FHB.US,Financial Services,2713817856.0
FHLT.US,Financial Services,70463560.0
FHLTW.US,Financial Services,
FHTX.US,Healthcare,245395328.0
FIAC.US,Financial Services,126553440.0
FIACW.US,Financial Services,
FIBK.US,Financial Services,2654678784.0
FICV.US,Financial Services,83523960.0
FICVW.US,Financial Services,
FINW.US,Financial Services,135930368.0
FIP.US,Industrials,449696608.0
FISI.US,Financial Services,292578912.0
FITB.US,Financial Services,22919856128.0
FIVE.US,Consumer Cyclical,10428679168.0
FIVN.US,Technology,5740068352.0
FIXX.US,Healthcare,40645228.0
FIZZ.US,Consumer Defensive,4483783680.0
FKWL.US,Technology,35058292.0
FLEX.US,Technology,11223994368.0
FLFV.US,Financial Services,139020288.0
FLFVR.US,,
FLFVW.US,Financial Services,
FLGC.US,Healthcare,7142303.0
FLGT.US,Healthcare,751199104.0
FLIC.US,Financial Services,255728976.0
FLJ.US,Real Estate,251507888.0
FLL.US,Consumer Cyclical,182967344.0
FLNC.US,Utilities,4006738176.0
FLNT.US,Communication Services,43786848.0
FLUX.US,Industrials,69931632.0
FLWS.US,Consumer Cyclical,599823680.0
FLXS.US,Consumer Cyclical,176601056.0
FLYW.US,Technology,2716008960.0
FMAO.US,Financial Services,292593344.0
FMBH.US,Financial Services,746979584.0
FMNB.US,Financial Services,524291936.0
FMST.US,Basic Materials,13998772.0
FMSTW.US,Basic Materials,
FNCB.US,Financial Services,116743304.0
FNCH.US,Healthcare,4094688.0
FNGR.US,Communication Services,120854416.0
FNKO.US,Consumer Cyclical,415659392.0
FNLC.US,Financial Services,272014432.0
FNVT.US,Financial Services,101397864.0
FNVTW.US,Financial Services,
FNWB.US,Financial Services,133220656.0
FNWD.US,Financial Services,103256456.0
FOLD.US,Healthcare,3973483520.0
FONR.US,Healthcare,135981312.0
FORA.US,Healthcare,87505792.0
FORD.US,Consumer Cyclical,7626390.0
FORL.US,Financial Services,72437024.0
FORLW.US,Financial Services,
FORM.US,Technology,3343313920.0
FORR.US,Industrials,444155328.0
FORTY.US,Technology,1101940736.0
FOSL.US,Consumer Cyclical,57725252.0
FOSLL.US,,
FOX.US,Communication Services,13160491008.0
FOXA.US,Communication Services,13158072320.0
FOXF.US,Consumer Cyclical,2781882368.0
FPAY.US,Industrials,28363464.0
FRAF.US,Financial Services,126234480.0
FRBA.US,Financial Services,341813280.0
FRBK.US,Financial Services,2224976.0
FREE.US,Consumer Defensive,147835600.0
FREEW.US,Consumer Defensive,278250000.0
FRES.US,Healthcare,7830698.0
FRGT.US,Technology,4812552.0
FRHC.US,Financial Services,4911145472.0
FRLA.US,Financial Services,74504136.0
FRLAW.US,Financial Services,
FRLN.US,Healthcare,27847300.0
FRME.US,Financial Services,2009723008.0
FRMEP.US,Financial Services,
FROG.US,Technology,4084111104.0
FRPH.US,Real Estate,573364544.0
FRPT.US,Consumer Defensive,4209813504.0
FRSH.US,Technology,6410723840.0
FRST.US,Financial Services,310146592.0
FRSX.US,Consumer Cyclical,17908824.0
FRTX.US,Healthcare,5913517.0
FRZA.US,Consumer Cyclical,8685303.0
FSBC.US,Financial Services,403468640.0
FSBW.US,Financial Services,265363856.0
FSEA.US,Financial Services,43743636.0
FSFG.US,Financial Services,118046192.0
FSLR.US,Technology,16186865664.0
FSTR.US,Industrials,263835392.0
FSV.US,Real Estate,7509163520.0
FTAI.US,Industrials,5390548992.0
FTAIN.US,Industrials,
FTAIO.US,Industrials,
FTAIP.US,Industrials,
FTCI.US,Technology,70703392.0
FTDR.US,Consumer Cyclical,2631496960.0
FTEK.US,Industrials,35550800.0
FTEL.US,Consumer Cyclical,38475200.0
FTFT.US,Technology,17485532.0
FTHM.US,Real Estate,54862500.0
FTII.US,Financial Services,99911952.0
FTIIW.US,Financial Services,
FTLF.US,Consumer Defensive,103266896.0
FTNT.US,Technology,54091583488.0
FTRE.US,Healthcare,2491727872.0
FULC.US,Healthcare,547130048.0
FULT.US,Financial Services,2542191360.0
FUNC.US,Financial Services,147564880.0
FUND.US,Financial Services,227950672.0
FUSB.US,Financial Services,59644828.0
FUSN.US,Healthcare,820719744.0
FUTU.US,Financial Services,6776292864.0
FUV.US,Consumer Cyclical,5406823.0
FVCB.US,Financial Services,210834880.0
FWBI.US,Healthcare,8476230.0
FWONA.US,Communication Services,15503820800.0
FWONK.US,Communication Services,15423534080.0
FWRD.US,Industrials,1313521536.0
FWRG.US,Consumer Cyclical,1398535424.0
FXCO.US,Financial Services,71700416.0
FXNC.US,Financial Services,122631496.0
FYBR.US,Communication Services,5549915648.0
GABC.US,Financial Services,960911040.0
GAIA.US,Communication Services,76959376.0
GAIN.US,Financial Services,497797056.0
GAINL.US,,358338048.0
GAINN.US,,
GAINZ.US,,
GALT.US,Healthcare,104524304.0
GAMB.US,Consumer Cyclical,344660352.0
GAMC.US,Financial Services,98638344.0
GAMCW.US,Financial Services,352187500.0
GAME.US,Communication Services,23896488.0
GAN.US,Consumer Cyclical,69861440.0
GANX.US,Healthcare,82756256.0
GASS.US,Industrials,248577472.0
GATE.US,Financial Services,125184728.0
GATEW.US,Financial Services,
GBBK.US,Financial Services,77456552.0
GBBKR.US,,
GBBKW.US,Financial Services,
GBDC.US,Financial Services,2618495232.0
GBIO.US,Healthcare,132156000.0
GBNH.US,Healthcare,10736273.0
GBNY.US,Financial Services,23924022.0
GBRGW.US,,64858750.0
