Ticker,Sector,MarketCapitalization
GCBC.US,Financial Services,474877440.0
GCMG.US,Financial Services,1644544000.0
GCMGW.US,Financial Services,1900409000.0
GCT.US,Technology,1193268352.0
GCTK.US,Healthcare,4803117.0
GDC.US,Communication Services,11414169.0
GDEN.US,Consumer Cyclical,1123487616.0
GDEV.US,Communication Services,444226496.0
GDEVW.US,Communication Services,
GDHG.US,Consumer Cyclical,29497500.0
GDRX.US,Healthcare,2623612672.0
GDS.US,Technology,1117831040.0
GDST.US,Financial Services,82419312.0
GDSTR.US,,
GDSTW.US,Financial Services,
GDTC.US,Healthcare,28246786.0
GDYN.US,Technology,1062039488.0
GECC.US,Financial Services,80960872.0
GECCM.US,Other,185097600.0
GECCO.US,,
GECCZ.US,,
GEG.US,Financial Services,55580048.0
GEGGL.US,,
GEHC.US,Healthcare,37038735360.0
GEN.US,Technology,13598028800.0
GENE.US,Healthcare,7743462.0
GENK.US,Consumer Cyclical,281495552.0
GEOS.US,Energy,188826288.0
GERN.US,Healthcare,1145864960.0
GEVO.US,Basic Materials,221211904.0
GFAI.US,Industrials,27525036.0
GFAIW.US,Industrials,
GFS.US,Technology,30945949696.0
GGAAF.US,Financial Services,75698752.0
GGAL.US,Financial Services,4246108416.0
GGAUF.US,Financial Services,
GGAWF.US,Financial Services,
GGE.US,Real Estate,6125358.0
GGR.US,Consumer Cyclical,501009760.0
GGROW.US,Consumer Cyclical,
GH.US,Healthcare,2744401920.0
GHIX.US,Financial Services,695625024.0
GHIXW.US,Financial Services,
GHRS.US,Healthcare,418767456.0
GHSI.US,Healthcare,10354929.0
GIA.US,Financial Services,94800608.0
GIFI.US,Industrials,76388376.0
GIGM.US,Communication Services,15032115.0
GIII.US,Consumer Cyclical,1446367104.0
GILD.US,Healthcare,91957837824.0
GILT.US,Technology,368041056.0
GIPR.US,Real Estate,19618916.0
GIPRW.US,Real Estate,
GLAC.US,Financial Services,91096248.0
GLACR.US,,
GLACU.US,Financial Services,17828250.0
GLAD.US,Financial Services,435088992.0
GLADZ.US,,
GLBE.US,Consumer Cyclical,6913451008.0
GLBS.US,Industrials,44457768.0
GLBZ.US,Financial Services,19933046.0
GLDD.US,Industrials,537562880.0
GLLI.US,Financial Services,88679288.0
GLLIR.US,,
GLLIW.US,Financial Services,
GLMD.US,Healthcare,1480924.0
GLNG.US,Energy,2245797120.0
GLPG.US,Healthcare,2621386496.0
GLPI.US,Real Estate,12106505216.0
GLRE.US,Financial Services,408853696.0
GLSI.US,Healthcare,108811408.0
GLST.US,Financial Services,85770744.0
GLSTR.US,,
GLSTU.US,Financial Services,
GLSTW.US,Financial Services,
GLTO.US,Healthcare,16541457.0
GLUE.US,Healthcare,243894464.0
GLYC.US,Healthcare,211853952.0
GMAB.US,Healthcare,18225707008.0
GMBL.US,Consumer Cyclical,2704922.0
GMBLW.US,Consumer Cyclical,
GMBLZ.US,Consumer Cyclical,
GMDA.US,Healthcare,50814000.0
GMFI.US,Financial Services,69891888.0
GMFIW.US,Financial Services,
GMGI.US,Communication Services,122663264.0
GMGT.US,Communication Services,45702.0
GMM.US,Technology,135462816.0
GNFT.US,Healthcare,186580608.0
GNLN.US,Consumer Defensive,1512356.0
GNLX.US,Healthcare,238856224.0
GNPX.US,Healthcare,6805284.0
GNSS.US,Technology,68900496.0
GNTA.US,Healthcare,57202888.0
GNTX.US,Consumer Cyclical,8238495744.0
GO.US,Consumer Defensive,2536327936.0
GOCO.US,Financial Services,276506432.0
GODN.US,Financial Services,92356880.0
GODNR.US,,
GOEV.US,Consumer Cyclical,160304112.0
GOEVW.US,Consumer Cyclical,2251514000.0
GOGL.US,Industrials,2224854272.0
GOGO.US,Communication Services,1289698432.0
GOOD.US,Real Estate,524817504.0
GOOG.US,Communication Services,1821642850304.0
GOOGL.US,Communication Services,1860101210112.0
GORV.US,Consumer Cyclical,74909520.0
GOSS.US,Healthcare,196105824.0
GOVX.US,Healthcare,5239447.0
GOVXW.US,Healthcare,
GP.US,Industrials,67476240.0
GPAC.US,Financial Services,102983944.0
GPACU.US,Financial Services,46936576.0
GPACW.US,Financial Services,
GPAK.US,Industrials,
GPCR.US,Healthcare,2272933632.0
GPRE.US,Basic Materials,1587439488.0
GPRO.US,Technology,393023392.0
GRAB.US,Technology,13398599680.0
GRABW.US,Technology,
GRCL.US,Healthcare,993729984.0
GREE.US,Financial Services,35036028.0
GREEL.US,,
GRFS.US,Healthcare,6694208512.0
GRI.US,Healthcare,
GRIN.US,Industrials,184205120.0
GRNQ.US,Industrials,7954600.0
GROM.US,Communication Services,1513267.0
GROMW.US,Communication Services,
GROW.US,Financial Services,45190612.0
GRPH.US,Healthcare,175149424.0
GRPN.US,Communication Services,620202688.0
GRRR.US,Technology,77250104.0
GRRRW.US,Technology,
GRTS.US,Healthcare,214519712.0
GRTX.US,Healthcare,9301066.0
GRVY.US,Communication Services,452164928.0
GRWG.US,Consumer Cyclical,141629104.0
GSBC.US,Financial Services,601198080.0
GSDWW.US,Financial Services,
GSHD.US,Financial Services,3067444736.0
GSIT.US,Technology,59190296.0
GSIW.US,,
GSM.US,Basic Materials,965285120.0
GSMGW.US,Communication Services,
GSUN.US,Consumer Defensive,18722610.0
GT.US,Consumer Cyclical,3857662720.0
GTAC.US,Financial Services,77210104.0
GTACW.US,Financial Services,
GTBP.US,Healthcare,6627024.0
GTEC.US,Industrials,44861848.0
GTH.US,Healthcare,120805112.0
GTHX.US,Healthcare,231222896.0
GTIM.US,Consumer Cyclical,27204830.0
GTLB.US,Technology,12082319360.0
GTX.US,Consumer Cyclical,2012086016.0
GURE.US,Basic Materials,12831237.0
GUTS.US,Healthcare,
GV.US,Consumer Defensive,9453562.0
GVH.US,Industrials,
GVP.US,Technology,4344935.0
GWAV.US,Industrials,14555347.0
GWRS.US,Utilities,305987040.0
GXAI.US,Communication Services,
GYRE.US,,
GYRO.US,Real Estate,12957673.0
HA.US,Industrials,722652800.0
HAFC.US,Financial Services,469803808.0
HAIA.US,Financial Services,59027068.0
HAIAW.US,Financial Services,
HAIN.US,Consumer Defensive,866882624.0
HALO.US,Healthcare,4688158208.0
HARP.US,Healthcare,380489344.0
HAS.US,Consumer Cyclical,7031200768.0
HAYN.US,Industrials,762186368.0
HBAN.US,Financial Services,17973651456.0
HBANL.US,Financial Services,
HBCP.US,Financial Services,304467008.0
HBIO.US,Healthcare,201915184.0
HBNC.US,Financial Services,552209664.0
HBT.US,Financial Services,604121920.0
HCAT.US,Healthcare,563992960.0
HCDI.US,Real Estate,463534.0
HCKT.US,Technology,636268032.0
HCM.US,Healthcare,2430801408.0
HCMA.US,Financial Services,159237792.0
HCMAW.US,Financial Services,
HCP.US,Technology,4843716608.0
HCSG.US,Healthcare,697134528.0
HCTI.US,Healthcare,13572783.0
HCVI.US,Financial Services,386485824.0
HCVIW.US,Financial Services,
HCWB.US,Healthcare,42450028.0
HDSN.US,Basic Materials,658874752.0
HEAR.US,Technology,217027888.0
HEES.US,Industrials,2005108992.0
HELE.US,Consumer Defensive,2766930432.0
HEPA.US,Healthcare,6593273.0
HEPS.US,Consumer Cyclical,480847072.0
HFBL.US,Financial Services,41934692.0
HFFG.US,Consumer Defensive,249647184.0
HFWA.US,Financial Services,642274048.0
HGAS.US,Basic Materials,
HGASW.US,Basic Materials,
HGBL.US,Financial Services,103712880.0
HGEN.US,Healthcare,23816.0
HHGC.US,Financial Services,55506664.0
HHGCR.US,,
HHGCW.US,Financial Services,
HHS.US,Industrials,56648032.0
HIBB.US,Consumer Cyclical,852513728.0
HIFS.US,Financial Services,358266432.0
HIHO.US,Industrials,8921976.0
HIMX.US,Technology,956584000.0
HITI.US,Healthcare,136743280.0
HIVE.US,Financial Services,317594080.0
HKIT.US,Technology,39012036.0
HLIT.US,Technology,1539975936.0
HLMN.US,Industrials,1761923200.0
HLNE.US,Financial Services,6334038016.0
HLP.US,Basic Materials,22269420.0
HLTH.US,Healthcare,39044580.0
HLVX.US,Healthcare,726555008.0
HLXB.US,,
HMNF.US,Financial Services,98496064.0
HMST.US,Financial Services,236631056.0
HNNA.US,Financial Services,49887304.0
HNNAZ.US,,
HNRG.US,Energy,250556688.0
HNST.US,Consumer Defensive,330323776.0
HNVR.US,Financial Services,129250184.0
HOFT.US,Consumer Cyclical,257403824.0
HOFV.US,Communication Services,22523200.0
HOFVW.US,Communication Services,176914100.0
HOLI.US,Industrials,1596482944.0
HOLO.US,Technology,126547768.0
HOLOW.US,Technology,
HOLX.US,Healthcare,17238718464.0
HON.US,Industrials,128448462848.0
HONE.US,Financial Services,473988512.0
HOOD.US,Financial Services,9988232192.0
HOOK.US,Healthcare,66799296.0
HOPE.US,Financial Services,1293167232.0
HOTH.US,Healthcare,6085013.0
HOUR.US,Consumer Cyclical,45438852.0
HOVR.US,Industrials,
HOVRW.US,Industrials,
HOWL.US,Healthcare,239592352.0
HPCO.US,Consumer Defensive,8805330.0
HPK.US,Energy,1826146688.0
HPKEW.US,Energy,896175900.0
HQI.US,Industrials,178336992.0
HQY.US,Healthcare,6799737344.0
HRMY.US,Healthcare,1972691584.0
HROW.US,Healthcare,379271168.0
HROWL.US,,247480400.0
HROWM.US,,
HRTX.US,Healthcare,364677376.0
HRYU.US,Communication Services,114061296.0
HRZN.US,Financial Services,440295904.0
HSAI.US,Consumer Cyclical,505906080.0
HSCS.US,Healthcare,8046867.0
HSCSW.US,Healthcare,
HSDT.US,Healthcare,4376966.0
HSIC.US,Healthcare,9733694464.0
HSII.US,Industrials,604672064.0
HSON.US,Industrials,41887640.0
HSPO.US,Financial Services,93657512.0
HSPOR.US,,
HSPOW.US,Financial Services,
HST.US,Real Estate,14008471552.0
HSTM.US,Healthcare,821034496.0
HSTO.US,Healthcare,1452398.0
HTBI.US,Financial Services,462149120.0
HTBK.US,Financial Services,508129920.0
HTCR.US,Technology,10838204.0
HTHT.US,Consumer Cyclical,10200791040.0
HTIA.US,Real Estate,
HTLD.US,Industrials,1044895616.0
HTLF.US,Financial Services,1433036160.0
HTOO.US,Utilities,18722834.0
HTOOW.US,Utilities,
HTZ.US,Industrials,2575702016.0
HTZWW.US,Industrials,
HUBC.US,Technology,14840733.0
HUBCW.US,Technology,
HUBCZ.US,Technology,
HUBG.US,Industrials,2817084928.0
HUDA.US,Financial Services,47454188.0
HUDAR.US,,
HUDI.US,Basic Materials,47910912.0
HUGE.US,Healthcare,33916076.0
HUIZ.US,Financial Services,34000352.0
HUMA.US,Healthcare,375977248.0
HUMAW.US,Healthcare,
HURC.US,Industrials,161732848.0
HURN.US,Industrials,1940595200.0
HUT.US,Financial Services,742841088.0
HWBK.US,Financial Services,167183936.0
HWC.US,Financial Services,3713978368.0
HWCPZ.US,,1668713000.0
HWH.US,Consumer Cyclical,
HWKN.US,Basic Materials,1321089408.0
HYFM.US,Industrials,40726044.0
HYMC.US,Basic Materials,41235132.0
HYMCL.US,Basic Materials,
HYMCW.US,Basic Materials,
HYPR.US,Healthcare,78043568.0
HYW.US,Financial Services,31920000.0
HYZN.US,Consumer Cyclical,173707136.0
HYZNW.US,Consumer Cyclical,
IAC.US,Communication Services,4532948480.0
IART.US,Healthcare,3316999168.0
IAS.US,Communication Services,2553104896.0
IBCP.US,Financial Services,512972480.0
IBEX.US,Technology,311775136.0
IBKR.US,Financial Services,40871407616.0
IBOC.US,Financial Services,3331300352.0
IBRX.US,Healthcare,3028890624.0
IBTX.US,Financial Services,1870895744.0
ICAD.US,Healthcare,36630252.0
ICCC.US,Healthcare,40071948.0
ICCH.US,Financial Services,48381236.0
ICCM.US,Healthcare,64936172.0
ICCT.US,Healthcare,13248176.0
ICFI.US,Industrials,2748208384.0
ICG.US,Technology,604175040.0
ICHR.US,Technology,1248355328.0
ICLK.US,Communication Services,37926036.0
ICLR.US,Healthcare,22926424064.0
ICMB.US,Financial Services,51101984.0
ICU.US,Healthcare,56021024.0
ICUCW.US,Healthcare,
ICUI.US,Healthcare,2442012672.0
ICVX.US,Healthcare,771548160.0
IDAI.US,Technology,13075004.0
IDCC.US,Technology,2672104704.0
IDEX.US,Industrials,12570914.0
IDN.US,Technology,35611912.0
IDXX.US,Healthcare,47639285760.0
IDYA.US,Healthcare,3310188032.0
IEP.US,Energy,7809365504.0
IESC.US,Industrials,1852087168.0
IFBD.US,Technology,9371645.0
IFRX.US,Healthcare,89502616.0
IGIC.US,Financial Services,606049664.0
IGMS.US,Healthcare,756202560.0
IGTA.US,Financial Services,60466380.0
IGTAR.US,,
IGTAW.US,Financial Services,
IHRT.US,Communication Services,315057056.0
III.US,Technology,213088896.0
IIIV.US,Technology,629739392.0
IINN.US,Healthcare,12141357.0
IINNW.US,Healthcare,
IKNA.US,Healthcare,67078760.0
IKT.US,Healthcare,16891638.0
ILAG.US,Industrials,12486684.0
ILMN.US,Healthcare,21888991232.0
ILPT.US,Real Estate,261707248.0
IMAB.US,Healthcare,148015504.0
IMACW.US,Other,
IMAQ.US,Financial Services,85004216.0
IMAQR.US,,
IMAQW.US,Financial Services,
IMCC.US,Healthcare,3427550.0
IMCI.US,Technology,781.0
IMCR.US,Healthcare,3677715200.0
IMGN.US,Healthcare,8724225024.0
IMKTA.US,Consumer Defensive,1552723456.0
IMMP.US,Healthcare,286610208.0
IMMR.US,Technology,224472000.0
IMMX.US,Healthcare,82733080.0
IMNM.US,Healthcare,1061544576.0
IMNN.US,Healthcare,4864132.0
IMOS.US,Technology,1078496896.0
IMPL.US,,5762290.0
IMPLQ.US,Healthcare,
IMPP.US,Energy,77616784.0
IMRN.US,Healthcare,11447989.0
IMRX.US,Healthcare,193468752.0
IMTE.US,Technology,5349765.0
IMTX.US,Healthcare,1167679872.0
IMTXW.US,Healthcare,673004000.0
IMUX.US,Healthcare,109713384.0
IMVT.US,Healthcare,5135500800.0
IMXI.US,Technology,733253056.0
INAB.US,Healthcare,51074688.0
INAQ.US,Financial Services,75260104.0
INBK.US,Financial Services,279475072.0
INBKZ.US,Other,
INBS.US,Healthcare,4924006.0
INBX.US,Healthcare,1771940992.0
INCR.US,Healthcare,71093408.0
INCY.US,Healthcare,12922124288.0
INDB.US,Financial Services,2269707264.0
INDI.US,Technology,1213432448.0
INDP.US,Healthcare,14281785.0
INDV.US,Healthcare,2801541120.0
INFIQ.US,Healthcare,352153.0
INFN.US,Technology,1206101120.0
INGN.US,Healthcare,191357040.0
INHD.US,Basic Materials,
INKT.US,Healthcare,31412746.0
INM.US,Healthcare,2237051.0
INMB.US,Healthcare,217521920.0
INMD.US,Healthcare,2160692224.0
INNV.US,Healthcare,770547392.0
INO.US,Healthcare,153327584.0
INOD.US,Technology,333891488.0
INPX.US,Technology,9792619.0
INSE.US,Consumer Cyclical,245193760.0
INSG.US,Technology,31130514.0
INSM.US,Healthcare,4041501440.0
INTA.US,Technology,2998802688.0
INTC.US,Technology,183114678272.0
INTE.US,Financial Services,44155008.0
INTEW.US,Financial Services,
INTG.US,Consumer Cyclical,47536564.0
INTR.US,Financial Services,2414102016.0
INTS.US,Healthcare,49353840.0
INTU.US,Technology,184242667520.0
INTZ.US,Technology,7899366.0
INVA.US,Healthcare,1005520320.0
INVE.US,Technology,177799120.0
INVO.US,Healthcare,2293127.0
INVZ.US,Consumer Cyclical,274541856.0
INVZW.US,Consumer Cyclical,1422531000.0
INZY.US,Healthcare,358520864.0
IOBT.US,Healthcare,107385864.0
IONM.US,Healthcare,1917347.0
IONR.US,Basic Materials,169710656.0
IONS.US,Healthcare,7436153856.0
IOSP.US,Basic Materials,2956543744.0
IOVA.US,Healthcare,2354445568.0
IPA.US,Healthcare,57896292.0
IPAR.US,Consumer Defensive,4867158016.0
IPDN.US,Industrials,25184700.0
IPGP.US,Technology,4824571392.0
IPHA.US,Healthcare,202104992.0
IPSC.US,Healthcare,257290512.0
IPW.US,Consumer Cyclical,17531232.0
IPWR.US,Industrials,42717784.0
IPX.US,Basic Materials,263398624.0
IPXX.US,Financial Services,
IPXXW.US,Financial Services,
IQ.US,Communication Services,3243192832.0
IRAA.US,Financial Services,75404216.0
IRAAU.US,Financial Services,
IRAAW.US,Financial Services,
IRBT.US,Consumer Cyclical,380365440.0
IRDM.US,Communication Services,4313730560.0
IREN.US,Financial Services,398516992.0
IRIX.US,Healthcare,42894192.0
IRMD.US,Healthcare,555024576.0
IRON.US,Healthcare,1648547968.0
IROQ.US,Financial Services,57095804.0
IRTC.US,Healthcare,3730968576.0
IRWD.US,Healthcare,2391896064.0
ISPC.US,Healthcare,3994264.0
ISPO.US,Consumer Cyclical,15019084.0
ISPOW.US,Consumer Cyclical,
ISPR.US,Consumer Defensive,575361664.0
ISRG.US,Healthcare,136780005376.0
ISRL.US,Financial Services,137107664.0
ISRLW.US,Financial Services,
ISSC.US,Industrials,142997392.0
ISTR.US,Financial Services,167106288.0
ISUN.US,Technology,9938985.0
ITCI.US,Healthcare,7003246080.0
ITI.US,Technology,227467248.0
ITIC.US,Financial Services,312992160.0
ITOS.US,Healthcare,393159072.0
ITRI.US,Technology,3475194880.0
ITRM.US,Healthcare,21765348.0
ITRN.US,Technology,514050624.0
IVA.US,Healthcare,181400096.0
IVAC.US,Industrials,106285208.0
IVCA.US,Financial Services,180140848.0
IVCAW.US,Financial Services,
IVCB.US,Financial Services,305871840.0
IVCBW.US,Financial Services,
IVCP.US,Financial Services,86354856.0
IVCPW.US,Financial Services,
IVDA.US,Industrials,10187037.0
IVDAW.US,Industrials,
IVP.US,Consumer Cyclical,2470959.0
IVVD.US,Healthcare,548372672.0
IXAQ.US,Financial Services,115800344.0
IXAQW.US,Financial Services,
IXHL.US,Healthcare,50149516.0
IZEA.US,Communication Services,30599316.0
IZM.US,Technology,97790992.0
JACK.US,Consumer Cyclical,1511177088.0
JAGX.US,Healthcare,4177185.0
JAKK.US,Consumer Cyclical,334131328.0
JAMF.US,Technology,2542337024.0
JAN.US,Industrials,3024162.0
JANX.US,Healthcare,435368032.0
JAZZ.US,Healthcare,7770770432.0
JBHT.US,Industrials,22252167168.0
JBLU.US,Industrials,1979736576.0
JBSS.US,Consumer Defensive,1151536640.0
JCSE.US,Industrials,3654869.0
JCTCF.US,Basic Materials,17944926.0
JD.US,Consumer Cyclical,35402543104.0
JEWL.US,Consumer Cyclical,13717060.0
JFBR.US,Consumer Cyclical,2841256.0
JFBRW.US,Consumer Cyclical,
JFIN.US,Communication Services,277551968.0
JFU.US,Technology,31552458.0
JG.US,Technology,21143460.0
JJSF.US,Consumer Defensive,2869954560.0
JKHY.US,Technology,12819613696.0
JMHI.US,,
JMSB.US,Financial Services,254672992.0
JNVR.US,Technology,7996056.0
JOAN.US,Consumer Cyclical,23043052.0
JOUT.US,Consumer Cyclical,468936864.0
JRSH.US,Consumer Cyclical,39220412.0
JRVR.US,Financial Services,345155136.0
JSM.US,Other,5735872512.0
JSPR.US,Healthcare,264861424.0
JSPRW.US,Healthcare,
JTAI.US,Technology,8639376.0
JTAIW.US,Technology,
JTAIZ.US,Technology,
JVA.US,Consumer Defensive,6164717.0
JVSAU.US,Financial Services,
JWEL.US,Consumer Cyclical,4463989.0
JWSM-UN.US,,
JXJT.US,Consumer Cyclical,7578987.0
JYD.US,Industrials,23037422.0
JYNT.US,Healthcare,153887360.0
JZ.US,Consumer Defensive,42388500.0
JZXN.US,Consumer Cyclical,3187438.0
KA.US,Healthcare,27335170.0
KACL.US,Financial Services,52033808.0
KACLR.US,,
KACLW.US,Financial Services,
KALA.US,Healthcare,19848294.0
KALU.US,Basic Materials,1038540864.0
KALV.US,Healthcare,553976000.0
KARO.US,Technology,727969856.0
KAVL.US,Consumer Defensive,7653888.0
KBNT.US,Technology,14727.0
KC.US,Technology,624497024.0
KDP.US,Consumer Defensive,43558289408.0
KE.US,Industrials,520388000.0
KELYA.US,Industrials,749553216.0
KELYB.US,Industrials,748913280.0
KEQU.US,Consumer Cyclical,83423016.0
KERN.US,Healthcare,162320.0
KERNW.US,Healthcare,
KFFB.US,Financial Services,31942544.0
KFRC.US,Industrials,1361987840.0
KGEI.US,Energy,
KHC.US,Consumer Defensive,44075716608.0
KIDS.US,Healthcare,669123584.0
KINS.US,Financial Services,34967724.0
KIRK.US,Consumer Cyclical,36574072.0
KITT.US,Industrials,16061492.0
KITTW.US,Industrials,
KLAC.US,Technology,87875051520.0
KLIC.US,Technology,2824379392.0
KLTR.US,Technology,224835552.0
KLXE.US,Energy,148322896.0
KMDA.US,Healthcare,346997696.0
KNDI.US,Consumer Cyclical,238078560.0
KNSA.US,Healthcare,1337835136.0
KNTE.US,Healthcare,107888080.0
KOD.US,Healthcare,282300992.0
KOPN.US,Technology,269622432.0
KOSS.US,Technology,26283632.0
KPLT.US,Technology,52083088.0
KPLTW.US,Technology,327128800.0
KPRX.US,Healthcare,5232527.0
KPTI.US,Healthcare,153475568.0
KRBP.US,Healthcare,1963197.0
KRKR.US,Communication Services,19331524.0
KRMD.US,Healthcare,96819120.0
KRNL.US,Financial Services,149796624.0
KRNLU.US,Financial Services,372937800.0
KRNLW.US,Financial Services,372937800.0
KRNT.US,Industrials,882983808.0
KRNY.US,Financial Services,429794784.0
KRON.US,Healthcare,61815488.0
KROS.US,Healthcare,1821224064.0
KRRO.US,Healthcare,374134240.0
KRT.US,Consumer Cyclical,533448768.0
KRTX.US,Healthcare,12088457216.0
KRUS.US,Consumer Cyclical,1143141760.0
KRYS.US,Healthcare,3141053696.0
KSCP.US,Industrials,45257120.0
KTCC.US,Technology,50580928.0
KTOS.US,Industrials,2354426112.0
KTRA.US,Healthcare,424492.0
KTTA.US,Healthcare,6303071.0
KTTAW.US,Healthcare,
KURA.US,Healthcare,1551558912.0
KVAC.US,Financial Services,198115200.0
KVACU.US,Financial Services,
KVACW.US,Financial Services,
KVHI.US,Technology,94720160.0
KWE.US,Industrials,8081007.0
KWESW.US,Industrials,
KXIN.US,Consumer Cyclical,6831488.0
KYCH.US,Financial Services,65550708.0
KYCHR.US,,
KYCHW.US,Financial Services,
KYMR.US,Healthcare,2209213440.0
KZIA.US,Healthcare,7149239.0
KZR.US,Healthcare,69385680.0
LAB.US,Healthcare,692643520.0
LABP.US,Healthcare,16736840.0
LAES.US,Technology,21892794.0
LAKE.US,Consumer Cyclical,131019088.0
LAMR.US,Real Estate,10803628032.0
LANC.US,Consumer Defensive,5194588672.0
LAND.US,Real Estate,485501920.0
LANDP.US,Real Estate,228254384.0
LARK.US,Financial Services,109771112.0
LASE.US,Industrials,8500197.0
LASR.US,Technology,657807168.0
LATG.US,Financial Services,98240328.0
LAUR.US,Consumer Defensive,2046400512.0
LAZR.US,Consumer Cyclical,1173708672.0
LAZY.US,Consumer Cyclical,74909520.0
LBAI.US,Financial Services,805725440.0
LBBB.US,Financial Services,40366800.0
LBBBR.US,,
LBBBW.US,Financial Services,
LBC.US,Financial Services,479048704.0
LBPH.US,Healthcare,705199360.0
LBRDA.US,Communication Services,8781540352.0
LBRDK.US,Communication Services,8766152704.0
LBTYA.US,Communication Services,7773868544.0
LBTYB.US,Communication Services,7814592512.0
LBTYK.US,Communication Services,7806776832.0
LCA.US,Financial Services,141957504.0
LCAA.US,Financial Services,264858640.0
LCAAW.US,Financial Services,305625000.0
LCAHU.US,Financial Services,404720960.0
LCAHW.US,Financial Services,
LCAPW.US,,289884000.0
LCFY.US,Communication Services,8793362.0
LCFYW.US,Communication Services,
LCID.US,Consumer Cyclical,8058793472.0
LCNB.US,Financial Services,186274704.0
LCUT.US,Consumer Cyclical,190874256.0
LDTC.US,Technology,
LDTCW.US,Technology,
LDWY.US,Communication Services,8292265.0
LE.US,Consumer Cyclical,276722176.0
LECO.US,Industrials,13248593920.0
LEDS.US,Technology,8157718.0
LEE.US,Communication Services,61984080.0
LEGH.US,Consumer Cyclical,620283456.0
LEGN.US,Healthcare,11114099712.0
LESL.US,Consumer Cyclical,1411524352.0
LEXX.US,Healthcare,25330082.0
LEXXW.US,Healthcare,33790680.0
LFCR.US,Healthcare,252336160.0
LFLY.US,Healthcare,7541880.0
LFLYW.US,Healthcare,
LFMD.US,Healthcare,230514816.0
LFST.US,Healthcare,2513950464.0
LFUS.US,Technology,6108432384.0
LFVN.US,Consumer Defensive,85060784.0
LFWD.US,Healthcare,
LGCB.US,Consumer Cyclical,
LGHL.US,Financial Services,3844209.0
LGHLW.US,Financial Services,82217540.0
LGIH.US,Consumer Cyclical,2846283520.0
LGMK.US,Healthcare,2150410.0
LGND.US,Healthcare,1323043584.0
LGO.US,Basic Materials,114651288.0
LGST.US,Financial Services,69450080.0
LGSTW.US,Financial Services,
LGTO.US,Industrials,321044320.0
LGVC.US,Financial Services,135537120.0
LGVCW.US,Financial Services,
LGVN.US,Healthcare,13213617.0
LI.US,Consumer Cyclical,30662612992.0
LIAN.US,Healthcare,447380800.0
LIBY.US,Financial Services,79398176.0
LIBYW.US,Financial Services,
LICN.US,Industrials,31004998.0
LIDR.US,Technology,8152871.0
LIDRW.US,Technology,
LIFE.US,Healthcare,115363400.0
LIFW.US,Healthcare,108450272.0
LIFWW.US,Healthcare,
LIFWZ.US,Healthcare,
LILA.US,Communication Services,1378731264.0
LILAK.US,Communication Services,1381093376.0
LILM.US,Industrials,492330720.0
LILMW.US,Industrials,
LIN.US,Basic Materials,203372560384.0
LINC.US,Consumer Defensive,317981280.0
LIND.US,Consumer Cyclical,492773984.0
LINK.US,Technology,80846368.0
LIPO.US,Healthcare,6053960.0
LIQT.US,Industrials,18556474.0
LITE.US,Technology,3361238016.0
LITM.US,Basic Materials,18694216.0
LIVE.US,Consumer Cyclical,78525504.0
LIVN.US,Healthcare,2718320640.0
LIXT.US,Healthcare,5195860.0
LIXTW.US,Healthcare,39486820.0
LIZI.US,Communication Services,14816984.0
LKCO.US,Technology,13283748.0
LKFN.US,Financial Services,1679945344.0
LKQ.US,Consumer Cyclical,12828647424.0
LLYVA.US,Communication Services,3303933952.0
LLYVK.US,Communication Services,2746766592.0
LMAT.US,Healthcare,1368741504.0
LMB.US,Industrials,490586592.0
LMDWF.US,Healthcare,
LMDX.US,Healthcare,249627216.0
LMDXF.US,Healthcare,
LMFA.US,Financial Services,6994817.0
LMNR.US,Consumer Defensive,323353952.0
LNKB.US,Financial Services,256157200.0
LNSR.US,Healthcare,56151388.0
LNT.US,Utilities,12230729728.0
LNTH.US,Healthcare,3854229760.0
LNW.US,Consumer Cyclical,7943981568.0
LNZA.US,Industrials,702045120.0
LNZAW.US,Industrials,
LOAN.US,Real Estate,54614592.0
LOCO.US,Consumer Cyclical,289684896.0
LOGI.US,Technology,13194427392.0
LOOP.US,Basic Materials,151630672.0
LOPE.US,Consumer Defensive,4007902464.0
LOVE.US,Consumer Cyclical,383197856.0
LPCN.US,Healthcare,21103846.0
LPLA.US,Financial Services,18524493824.0
LPRO.US,Financial Services,898155008.0
LPSN.US,Technology,215040256.0
LPTH.US,Technology,60776892.0
LPTX.US,Healthcare,83402008.0
LQDA.US,Healthcare,1122777216.0
LQDT.US,Consumer Cyclical,473691616.0
LQR.US,Consumer Defensive,
LRCX.US,Technology,119510876160.0
LRE.US,Real Estate,
LRFC.US,Financial Services,59887536.0
LRHC.US,Real Estate,
LRMR.US,Healthcare,340709792.0
LSAK.US,Technology,239561088.0
LSBK.US,Financial Services,67098180.0
LSCC.US,Technology,9626072064.0
LSDI.US,Healthcare,4676269.0
LSEA.US,Real Estate,452408544.0
LSEAW.US,Real Estate,375802500.0
LSTA.US,Healthcare,21650938.0
LSTR.US,Industrials,6890822656.0
LSXMA.US,Communication Services,9929152512.0
LSXMB.US,Communication Services,9893340160.0
LSXMK.US,Communication Services,9927704576.0
LTBR.US,Industrials,39406912.0
LTCH.US,Technology,153435040.0
LTRN.US,Healthcare,45580788.0
LTRPA.US,Communication Services,84717216.0
LTRPB.US,Communication Services,86907152.0
LTRX.US,Technology,217621936.0
